frameId,x_side,y_side,xa_side,ya_side,xb_side,yb_side,xc_side,yc_side,xd_side,yd_side,x_above,y_above,xa_above,ya_above,xb_above,yb_above,xc_above,yc_above,xd_above,yd_above,height,swimmerId,underwater,interpolateData
0,0,0,0,0,0,0,0,0,0,0,1278.5,429.0,1255.0,452.0,1302.0,452.0,1302.0,406.0,1255.0,406.0,0,0,False,False
961,0,0,0,0,0,0,0,0,0,0,1480.5,381.0,1457.0,404.0,1504.0,404.0,1504.0,358.0,1457.0,358.0,0,0,False,False
962,0,0,0,0,0,0,0,0,0,0,1480.5,381.0,1457.0,404.0,1504.0,404.0,1504.0,358.0,1457.0,358.0,0,0,False,False
963,0,0,0,0,0,0,0,0,0,0,1479.5,381.0,1456.0,404.0,1503.0,404.0,1503.0,358.0,1456.0,358.0,0,0,False,False
964,0,0,0,0,0,0,0,0,0,0,1479.5,381.0,1456.0,404.0,1503.0,404.0,1503.0,358.0,1456.0,358.0,0,0,False,False
965,0,0,0,0,0,0,0,0,0,0,1479.5,381.0,1456.0,404.0,1503.0,404.0,1503.0,358.0,1456.0,358.0,0,0,False,False
966,0,0,0,0,0,0,0,0,0,0,1479.0,381.0,1456.0,404.0,1502.0,404.0,1502.0,358.0,1456.0,358.0,0,0,False,False
967,0,0,0,0,0,0,0,0,0,0,1478.5,381.0,1455.0,404.0,1502.0,404.0,1502.0,358.0,1455.0,358.0,0,0,False,False
968,0,0,0,0,0,0,0,0,0,0,1478.5,381.0,1455.0,404.0,1502.0,404.0,1502.0,358.0,1455.0,358.0,0,0,False,False
969,0,0,0,0,0,0,0,0,0,0,1478.5,381.0,1455.0,404.0,1502.0,404.0,1502.0,358.0,1455.0,358.0,0,0,False,False
970,0,0,0,0,0,0,0,0,0,0,1477.5,381.0,1454.0,404.0,1501.0,404.0,1501.0,358.0,1454.0,358.0,0,0,False,False
971,0,0,0,0,0,0,0,0,0,0,1477.5,381.0,1454.0,404.0,1501.0,404.0,1501.0,358.0,1454.0,358.0,0,0,False,False
1011,0,0,0,0,0,0,0,0,0,0,1416.5,342.0,1393.0,365.0,1440.0,365.0,1440.0,319.0,1393.0,319.0,0,0,False,False
1012,0,0,0,0,0,0,0,0,0,0,1416.5,342.0,1393.0,365.0,1440.0,365.0,1440.0,319.0,1393.0,319.0,0,0,False,False
1013,0,0,0,0,0,0,0,0,0,0,1416.5,343.0,1393.0,366.0,1440.0,366.0,1440.0,320.0,1393.0,320.0,0,0,False,False
1014,0,0,0,0,0,0,0,0,0,0,1415.5,343.0,1392.0,366.0,1439.0,366.0,1439.0,320.0,1392.0,320.0,0,0,False,False
1015,0,0,0,0,0,0,0,0,0,0,1415.5,343.0,1392.0,366.0,1439.0,366.0,1439.0,320.0,1392.0,320.0,0,0,False,False
1016,0,0,0,0,0,0,0,0,0,0,1415.5,343.0,1392.0,366.0,1439.0,366.0,1439.0,320.0,1392.0,320.0,0,0,False,False
1017,0,0,0,0,0,0,0,0,0,0,1415.5,344.0,1392.0,367.0,1439.0,367.0,1439.0,321.0,1392.0,321.0,0,0,False,False
1018,0,0,0,0,0,0,0,0,0,0,1414.5,344.0,1391.0,367.0,1438.0,367.0,1438.0,321.0,1391.0,321.0,0,0,False,False
1019,0,0,0,0,0,0,0,0,0,0,1414.5,344.0,1391.0,367.0,1438.0,367.0,1438.0,321.0,1391.0,321.0,0,0,False,False
1020,0,0,0,0,0,0,0,0,0,0,1414.5,344.0,1391.0,367.0,1438.0,367.0,1438.0,321.0,1391.0,321.0,0,0,False,False
1021,0,0,0,0,0,0,0,0,0,0,1414.5,345.0,1391.0,368.0,1438.0,368.0,1438.0,322.0,1391.0,322.0,0,0,False,False
1022,0,0,0,0,0,0,0,0,0,0,1414.5,345.0,1391.0,368.0,1438.0,368.0,1438.0,322.0,1391.0,322.0,0,0,False,False
1023,0,0,0,0,0,0,0,0,0,0,1413.5,345.0,1390.0,368.0,1437.0,368.0,1437.0,322.0,1390.0,322.0,0,0,False,False
1024,0,0,0,0,0,0,0,0,0,0,1413.5,346.0,1390.0,369.0,1437.0,369.0,1437.0,323.0,1390.0,323.0,0,0,False,False
1025,0,0,0,0,0,0,0,0,0,0,1413.5,346.0,1390.0,369.0,1437.0,369.0,1437.0,323.0,1390.0,323.0,0,0,False,False
1026,0,0,0,0,0,0,0,0,0,0,1413.5,346.0,1390.0,369.0,1437.0,369.0,1437.0,323.0,1390.0,323.0,0,0,False,False
1027,0,0,0,0,0,0,0,0,0,0,1413.5,346.0,1390.0,369.0,1437.0,369.0,1437.0,323.0,1390.0,323.0,0,0,False,False
1028,0,0,0,0,0,0,0,0,0,0,1412.5,347.0,1389.0,370.0,1436.0,370.0,1436.0,324.0,1389.0,324.0,0,0,False,False
1029,0,0,0,0,0,0,0,0,0,0,1412.5,347.0,1389.0,370.0,1436.0,370.0,1436.0,324.0,1389.0,324.0,0,0,False,False
1030,0,0,0,0,0,0,0,0,0,0,1412.5,347.0,1389.0,370.0,1436.0,370.0,1436.0,324.0,1389.0,324.0,0,0,False,False
1031,0,0,0,0,0,0,0,0,0,0,1412.5,347.0,1389.0,370.0,1436.0,370.0,1436.0,324.0,1389.0,324.0,0,0,False,False
1032,0,0,0,0,0,0,0,0,0,0,1411.5,348.0,1388.0,371.0,1435.0,371.0,1435.0,325.0,1388.0,325.0,0,0,False,False
1033,0,0,0,0,0,0,0,0,0,0,1411.5,348.0,1388.0,371.0,1435.0,371.0,1435.0,325.0,1388.0,325.0,0,0,False,False
1034,0,0,0,0,0,0,0,0,0,0,1411.5,348.0,1388.0,371.0,1435.0,371.0,1435.0,325.0,1388.0,325.0,0,0,False,False
1035,0,0,0,0,0,0,0,0,0,0,1411.5,349.0,1388.0,372.0,1435.0,372.0,1435.0,326.0,1388.0,326.0,0,0,False,False
1036,0,0,0,0,0,0,0,0,0,0,1411.5,349.0,1388.0,372.0,1435.0,372.0,1435.0,326.0,1388.0,326.0,0,0,False,False
1037,0,0,0,0,0,0,0,0,0,0,1410.5,349.0,1387.0,372.0,1434.0,372.0,1434.0,326.0,1387.0,326.0,0,0,False,False
1038,0,0,0,0,0,0,0,0,0,0,1410.5,349.0,1387.0,372.0,1434.0,372.0,1434.0,326.0,1387.0,326.0,0,0,False,False
1039,0,0,0,0,0,0,0,0,0,0,1410.5,350.0,1387.0,373.0,1434.0,373.0,1434.0,327.0,1387.0,327.0,0,0,False,False
1040,0,0,0,0,0,0,0,0,0,0,1410.5,350.0,1387.0,373.0,1434.0,373.0,1434.0,327.0,1387.0,327.0,0,0,False,False
1041,0,0,0,0,0,0,0,0,0,0,1409.5,350.0,1386.0,373.0,1433.0,373.0,1433.0,327.0,1386.0,327.0,0,0,False,False
1042,0,0,0,0,0,0,0,0,0,0,1409.5,350.0,1386.0,373.0,1433.0,373.0,1433.0,327.0,1386.0,327.0,0,0,False,False
1043,0,0,0,0,0,0,0,0,0,0,1409.5,351.0,1386.0,374.0,1433.0,374.0,1433.0,328.0,1386.0,328.0,0,0,False,False
1044,0,0,0,0,0,0,0,0,0,0,1409.5,351.0,1386.0,374.0,1433.0,374.0,1433.0,328.0,1386.0,328.0,0,0,False,False
1045,0,0,0,0,0,0,0,0,0,0,1409.5,351.0,1386.0,374.0,1433.0,374.0,1433.0,328.0,1386.0,328.0,0,0,False,False
1046,0,0,0,0,0,0,0,0,0,0,1408.5,352.0,1385.0,375.0,1432.0,375.0,1432.0,329.0,1385.0,329.0,0,0,False,False
1047,0,0,0,0,0,0,0,0,0,0,1408.5,352.0,1385.0,375.0,1432.0,375.0,1432.0,329.0,1385.0,329.0,0,0,False,False
1048,0,0,0,0,0,0,0,0,0,0,1408.5,352.0,1385.0,375.0,1432.0,375.0,1432.0,329.0,1385.0,329.0,0,0,False,False
1049,0,0,0,0,0,0,0,0,0,0,1408.5,352.0,1385.0,375.0,1432.0,375.0,1432.0,329.0,1385.0,329.0,0,0,False,False
1050,0,0,0,0,0,0,0,0,0,0,1407.5,353.0,1384.0,376.0,1431.0,376.0,1431.0,330.0,1384.0,330.0,0,0,False,False
1051,0,0,0,0,0,0,0,0,0,0,1407.5,353.0,1384.0,376.0,1431.0,376.0,1431.0,330.0,1384.0,330.0,0,0,False,False
1052,0,0,0,0,0,0,0,0,0,0,1407.5,353.0,1384.0,376.0,1431.0,376.0,1431.0,330.0,1384.0,330.0,0,0,False,False
1053,0,0,0,0,0,0,0,0,0,0,1407.5,353.0,1384.0,376.0,1431.0,376.0,1431.0,330.0,1384.0,330.0,0,0,False,False
1054,0,0,0,0,0,0,0,0,0,0,1407.5,354.0,1384.0,377.0,1431.0,377.0,1431.0,331.0,1384.0,331.0,0,0,False,False
1055,0,0,0,0,0,0,0,0,0,0,1406.5,354.0,1383.0,377.0,1430.0,377.0,1430.0,331.0,1383.0,331.0,0,0,False,False
1056,0,0,0,0,0,0,0,0,0,0,1406.5,354.0,1383.0,377.0,1430.0,377.0,1430.0,331.0,1383.0,331.0,0,0,False,False
1057,0,0,0,0,0,0,0,0,0,0,1406.5,355.0,1383.0,378.0,1430.0,378.0,1430.0,332.0,1383.0,332.0,0,0,False,False
1058,0,0,0,0,0,0,0,0,0,0,1406.5,355.0,1383.0,378.0,1430.0,378.0,1430.0,332.0,1383.0,332.0,0,0,False,False
1059,0,0,0,0,0,0,0,0,0,0,1406.5,355.0,1383.0,378.0,1430.0,378.0,1430.0,332.0,1383.0,332.0,0,0,False,False
1060,0,0,0,0,0,0,0,0,0,0,1405.5,355.0,1382.0,378.0,1429.0,378.0,1429.0,332.0,1382.0,332.0,0,0,False,False
1061,0,0,0,0,0,0,0,0,0,0,1405.5,356.0,1382.0,379.0,1429.0,379.0,1429.0,333.0,1382.0,333.0,0,0,False,False
1062,0,0,0,0,0,0,0,0,0,0,1405.5,356.0,1382.0,379.0,1429.0,379.0,1429.0,333.0,1382.0,333.0,0,0,False,False
1063,0,0,0,0,0,0,0,0,0,0,1405.5,356.0,1382.0,379.0,1429.0,379.0,1429.0,333.0,1382.0,333.0,0,0,False,False
1064,0,0,0,0,0,0,0,0,0,0,1404.5,356.0,1381.0,379.0,1428.0,379.0,1428.0,333.0,1381.0,333.0,0,0,False,False
1065,0,0,0,0,0,0,0,0,0,0,1404.5,357.0,1381.0,380.0,1428.0,380.0,1428.0,334.0,1381.0,334.0,0,0,False,False
1066,0,0,0,0,0,0,0,0,0,0,1404.5,357.0,1381.0,380.0,1428.0,380.0,1428.0,334.0,1381.0,334.0,0,0,False,False
1067,0,0,0,0,0,0,0,0,0,0,1404.5,357.0,1381.0,380.0,1428.0,380.0,1428.0,334.0,1381.0,334.0,0,0,False,False
1068,0,0,0,0,0,0,0,0,0,0,1404.5,358.0,1381.0,381.0,1428.0,381.0,1428.0,335.0,1381.0,335.0,0,0,False,False
1069,0,0,0,0,0,0,0,0,0,0,1403.5,358.0,1380.0,381.0,1427.0,381.0,1427.0,335.0,1380.0,335.0,0,0,False,False
1070,0,0,0,0,0,0,0,0,0,0,1403.5,358.0,1380.0,381.0,1427.0,381.0,1427.0,335.0,1380.0,335.0,0,0,False,False
1071,0,0,0,0,0,0,0,0,0,0,1403.5,358.0,1380.0,381.0,1427.0,381.0,1427.0,335.0,1380.0,335.0,0,0,False,False
1072,0,0,0,0,0,0,0,0,0,0,1403.5,359.0,1380.0,382.0,1427.0,382.0,1427.0,336.0,1380.0,336.0,0,0,False,False
1073,0,0,0,0,0,0,0,0,0,0,1402.5,359.0,1379.0,382.0,1426.0,382.0,1426.0,336.0,1379.0,336.0,0,0,False,False
1074,0,0,0,0,0,0,0,0,0,0,1402.5,359.0,1379.0,382.0,1426.0,382.0,1426.0,336.0,1379.0,336.0,0,0,False,False
1075,0,0,0,0,0,0,0,0,0,0,1402.5,359.0,1379.0,382.0,1426.0,382.0,1426.0,336.0,1379.0,336.0,0,0,False,False
1076,0,0,0,0,0,0,0,0,0,0,1402.5,360.0,1379.0,383.0,1426.0,383.0,1426.0,337.0,1379.0,337.0,0,0,False,False
1077,0,0,0,0,0,0,0,0,0,0,1402.5,360.0,1379.0,383.0,1426.0,383.0,1426.0,337.0,1379.0,337.0,0,0,False,False
1078,0,0,0,0,0,0,0,0,0,0,1401.5,360.0,1378.0,383.0,1425.0,383.0,1425.0,337.0,1378.0,337.0,0,0,False,False
1079,0,0,0,0,0,0,0,0,0,0,1401.5,361.0,1378.0,384.0,1425.0,384.0,1425.0,338.0,1378.0,338.0,0,0,False,False
1080,0,0,0,0,0,0,0,0,0,0,1401.5,361.0,1378.0,384.0,1425.0,384.0,1425.0,338.0,1378.0,338.0,0,0,False,False
1081,0,0,0,0,0,0,0,0,0,0,1401.5,361.0,1378.0,384.0,1425.0,384.0,1425.0,338.0,1378.0,338.0,0,0,False,False
1082,0,0,0,0,0,0,0,0,0,0,1401.5,361.0,1378.0,384.0,1425.0,384.0,1425.0,338.0,1378.0,338.0,0,0,False,False
1083,0,0,0,0,0,0,0,0,0,0,1400.5,362.0,1377.0,385.0,1424.0,385.0,1424.0,339.0,1377.0,339.0,0,0,False,False
1084,0,0,0,0,0,0,0,0,0,0,1400.5,362.0,1377.0,385.0,1424.0,385.0,1424.0,339.0,1377.0,339.0,0,0,False,False
1085,0,0,0,0,0,0,0,0,0,0,1400.5,362.0,1377.0,385.0,1424.0,385.0,1424.0,339.0,1377.0,339.0,0,0,False,False
1086,0,0,0,0,0,0,0,0,0,0,1400.5,362.0,1377.0,385.0,1424.0,385.0,1424.0,339.0,1377.0,339.0,0,0,False,False
1087,0,0,0,0,0,0,0,0,0,0,1399.5,363.0,1376.0,386.0,1423.0,386.0,1423.0,340.0,1376.0,340.0,0,0,False,False
1088,0,0,0,0,0,0,0,0,0,0,1399.5,363.0,1376.0,386.0,1423.0,386.0,1423.0,340.0,1376.0,340.0,0,0,False,False
1089,0,0,0,0,0,0,0,0,0,0,1399.5,363.0,1376.0,386.0,1423.0,386.0,1423.0,340.0,1376.0,340.0,0,0,False,False
1090,0,0,0,0,0,0,0,0,0,0,1399.5,364.0,1376.0,387.0,1423.0,387.0,1423.0,341.0,1376.0,341.0,0,0,False,False
1091,0,0,0,0,0,0,0,0,0,0,1399.5,364.0,1376.0,387.0,1423.0,387.0,1423.0,341.0,1376.0,341.0,0,0,False,False
1092,0,0,0,0,0,0,0,0,0,0,1398.5,364.0,1375.0,387.0,1422.0,387.0,1422.0,341.0,1375.0,341.0,0,0,False,False
1093,0,0,0,0,0,0,0,0,0,0,1398.5,364.0,1375.0,387.0,1422.0,387.0,1422.0,341.0,1375.0,341.0,0,0,False,False
1094,0,0,0,0,0,0,0,0,0,0,1398.5,365.0,1375.0,388.0,1422.0,388.0,1422.0,342.0,1375.0,342.0,0,0,False,False
1095,0,0,0,0,0,0,0,0,0,0,1398.5,365.0,1375.0,388.0,1422.0,388.0,1422.0,342.0,1375.0,342.0,0,0,False,False
1096,0,0,0,0,0,0,0,0,0,0,1397.5,365.0,1374.0,388.0,1421.0,388.0,1421.0,342.0,1374.0,342.0,0,0,False,False
1097,0,0,0,0,0,0,0,0,0,0,1397.5,365.0,1374.0,388.0,1421.0,388.0,1421.0,342.0,1374.0,342.0,0,0,False,False
1098,0,0,0,0,0,0,0,0,0,0,1397.5,366.0,1374.0,389.0,1421.0,389.0,1421.0,343.0,1374.0,343.0,0,0,False,False
1099,0,0,0,0,0,0,0,0,0,0,1397.5,366.0,1374.0,389.0,1421.0,389.0,1421.0,343.0,1374.0,343.0,0,0,False,False
1100,0,0,0,0,0,0,0,0,0,0,1397.5,366.0,1374.0,389.0,1421.0,389.0,1421.0,343.0,1374.0,343.0,0,0,False,False
1101,0,0,0,0,0,0,0,0,0,0,1396.5,367.0,1373.0,390.0,1420.0,390.0,1420.0,344.0,1373.0,344.0,0,0,False,False
1102,0,0,0,0,0,0,0,0,0,0,1396.5,367.0,1373.0,390.0,1420.0,390.0,1420.0,344.0,1373.0,344.0,0,0,False,False
1103,0,0,0,0,0,0,0,0,0,0,1396.5,367.0,1373.0,390.0,1420.0,390.0,1420.0,344.0,1373.0,344.0,0,0,False,False
1104,0,0,0,0,0,0,0,0,0,0,1396.5,367.0,1373.0,390.0,1420.0,390.0,1420.0,344.0,1373.0,344.0,0,0,False,False
1105,0,0,0,0,0,0,0,0,0,0,1395.5,368.0,1372.0,391.0,1419.0,391.0,1419.0,345.0,1372.0,345.0,0,0,False,False
1106,0,0,0,0,0,0,0,0,0,0,1395.5,368.0,1372.0,391.0,1419.0,391.0,1419.0,345.0,1372.0,345.0,0,0,False,False
1107,0,0,0,0,0,0,0,0,0,0,1395.5,368.0,1372.0,391.0,1419.0,391.0,1419.0,345.0,1372.0,345.0,0,0,False,False
1108,0,0,0,0,0,0,0,0,0,0,1395.5,368.0,1372.0,391.0,1419.0,391.0,1419.0,345.0,1372.0,345.0,0,0,False,False
1109,0,0,0,0,0,0,0,0,0,0,1395.5,369.0,1372.0,392.0,1419.0,392.0,1419.0,346.0,1372.0,346.0,0,0,False,False
1110,0,0,0,0,0,0,0,0,0,0,1394.5,369.0,1371.0,392.0,1418.0,392.0,1418.0,346.0,1371.0,346.0,0,0,False,False
1111,0,0,0,0,0,0,0,0,0,0,1394.5,369.0,1371.0,392.0,1418.0,392.0,1418.0,346.0,1371.0,346.0,0,0,False,False
1112,0,0,0,0,0,0,0,0,0,0,1394.5,370.0,1371.0,393.0,1418.0,393.0,1418.0,347.0,1371.0,347.0,0,0,False,False
1113,0,0,0,0,0,0,0,0,0,0,1394.5,370.0,1371.0,393.0,1418.0,393.0,1418.0,347.0,1371.0,347.0,0,0,False,False
1114,0,0,0,0,0,0,0,0,0,0,1394.5,370.0,1371.0,393.0,1418.0,393.0,1418.0,347.0,1371.0,347.0,0,0,False,False
1115,0,0,0,0,0,0,0,0,0,0,1393.5,370.0,1370.0,393.0,1417.0,393.0,1417.0,347.0,1370.0,347.0,0,0,False,False
1116,0,0,0,0,0,0,0,0,0,0,1393.5,371.0,1370.0,394.0,1417.0,394.0,1417.0,348.0,1370.0,348.0,0,0,False,False
1117,0,0,0,0,0,0,0,0,0,0,1393.5,371.0,1370.0,394.0,1417.0,394.0,1417.0,348.0,1370.0,348.0,0,0,False,False
1118,0,0,0,0,0,0,0,0,0,0,1393.5,371.0,1370.0,394.0,1417.0,394.0,1417.0,348.0,1370.0,348.0,0,0,False,False
1119,0,0,0,0,0,0,0,0,0,0,1392.5,371.0,1369.0,394.0,1416.0,394.0,1416.0,348.0,1369.0,348.0,0,0,False,False
1120,0,0,0,0,0,0,0,0,0,0,1392.5,372.0,1369.0,395.0,1416.0,395.0,1416.0,349.0,1369.0,349.0,0,0,False,False
1121,0,0,0,0,0,0,0,0,0,0,1392.5,372.0,1369.0,395.0,1416.0,395.0,1416.0,349.0,1369.0,349.0,0,0,False,False
1122,0,0,0,0,0,0,0,0,0,0,1392.5,372.0,1369.0,395.0,1416.0,395.0,1416.0,349.0,1369.0,349.0,0,0,False,False
1123,0,0,0,0,0,0,0,0,0,0,1392.5,371.0,1369.0,394.0,1416.0,394.0,1416.0,348.0,1369.0,348.0,0,0,False,False
1124,0,0,0,0,0,0,0,0,0,0,1392.5,371.0,1369.0,394.0,1416.0,394.0,1416.0,348.0,1369.0,348.0,0,0,False,False
1125,0,0,0,0,0,0,0,0,0,0,1393.5,371.0,1370.0,394.0,1417.0,394.0,1417.0,348.0,1370.0,348.0,0,0,False,False
1126,0,0,0,0,0,0,0,0,0,0,1393.5,371.0,1370.0,394.0,1417.0,394.0,1417.0,348.0,1370.0,348.0,0,0,False,False
1127,0,0,0,0,0,0,0,0,0,0,1393.5,370.0,1370.0,393.0,1417.0,393.0,1417.0,347.0,1370.0,347.0,0,0,False,False
1128,0,0,0,0,0,0,0,0,0,0,1393.5,370.0,1370.0,393.0,1417.0,393.0,1417.0,347.0,1370.0,347.0,0,0,False,False
