,filename,x,y,h,frameWidth,frameHeight,frame,numNageur,underwater,fps
0,../data/frame9.jpg,894.4992,500.50008,0.0,1920,1080,450,0,True,50
1,../data/frame9.jpg,895.1958698666666,500.72785680000004,0.0,1920,1080,451,0,True,50
2,../data/frame9.jpg,895.8925397333333,500.9556336,0.0,1920,1080,452,0,True,50
3,../data/frame9.jpg,896.5892096,501.1834104,0.0,1920,1080,453,0,True,50
4,../data/frame9.jpg,897.2858794666666,501.41118720000003,0.0,1920,1080,454,0,True,50
5,../data/frame9.jpg,897.9825493333333,501.63896400000004,0.0,1920,1080,455,0,True,50
6,../data/frame9.jpg,898.6792191999999,501.8667408,0.0,1920,1080,456,0,True,50
7,../data/frame9.jpg,899.3758890666667,502.0945176,0.0,1920,1080,457,0,True,50
8,../data/frame9.jpg,900.0725589333333,502.32229440000003,0.0,1920,1080,458,0,True,50
9,../data/frame9.jpg,900.7692288,502.55007120000005,0.0,1920,1080,459,0,True,50
10,../data/frame9.jpg,901.4658986666666,502.777848,0.0,1920,1080,460,0,True,50
11,../data/frame9.jpg,902.1625685333333,503.0056248,0.0,1920,1080,461,0,True,50
12,../data/frame9.jpg,902.8592384,503.23340160000004,0.0,1920,1080,462,0,True,50
13,../data/frame9.jpg,903.5559082666666,503.46117840000005,0.0,1920,1080,463,0,True,50
14,../data/frame9.jpg,904.2525781333333,503.6889552,0.0,1920,1080,464,0,True,50
15,../data/frame9.jpg,904.949248,503.916732,0.0,1920,1080,465,0,True,50
16,../data/frame9.jpg,905.6459178666667,504.14450880000004,0.0,1920,1080,466,0,True,50
17,../data/frame9.jpg,906.3425877333333,504.3722856,0.0,1920,1080,467,0,True,50
18,../data/frame9.jpg,907.0392575999999,504.6000624,0.0,1920,1080,468,0,True,50
19,../data/frame9.jpg,907.7359274666667,504.8278392,0.0,1920,1080,469,0,True,50
20,../data/frame9.jpg,908.4325973333333,505.05561600000004,0.0,1920,1080,470,0,True,50
21,../data/frame9.jpg,909.1292672,505.2833928,0.0,1920,1080,471,0,True,50
22,../data/frame9.jpg,909.8259370666666,505.5111696,0.0,1920,1080,472,0,True,50
23,../data/frame9.jpg,910.5226069333333,505.73894640000003,0.0,1920,1080,473,0,True,50
24,../data/frame9.jpg,911.2192768,505.96672320000005,0.0,1920,1080,474,0,True,50
25,../data/frame9.jpg,911.9159466666666,506.1945,0.0,1920,1080,475,0,True,50
26,../data/frame9.jpg,912.6126165333333,506.4222768,0.0,1920,1080,476,0,True,50
27,../data/frame9.jpg,913.3092864,506.65005360000004,0.0,1920,1080,477,0,True,50
28,../data/frame9.jpg,914.0059562666667,506.87783040000005,0.0,1920,1080,478,0,True,50
29,../data/frame9.jpg,914.7026261333333,507.1056072,0.0,1920,1080,479,0,True,50
30,../data/frame9.jpg,915.3992959999999,507.333384,0.0,1920,1080,480,0,True,50
31,../data/frame9.jpg,916.0959658666667,507.56116080000004,0.0,1920,1080,481,0,True,50
32,../data/frame9.jpg,916.7926357333333,507.7889376,0.0,1920,1080,482,0,True,50
33,../data/frame9.jpg,917.4893056,508.0167144,0.0,1920,1080,483,0,True,50
34,../data/frame9.jpg,918.1859754666666,508.2444912,0.0,1920,1080,484,0,True,50
35,../data/frame9.jpg,918.8826453333334,508.47226800000004,0.0,1920,1080,485,0,True,50
36,../data/frame9.jpg,919.5793152,508.7000448,0.0,1920,1080,486,0,True,50
37,../data/frame9.jpg,920.2759850666666,508.9278216,0.0,1920,1080,487,0,True,50
38,../data/frame9.jpg,920.9726549333333,509.15559840000003,0.0,1920,1080,488,0,True,50
39,../data/frame9.jpg,921.6693248,509.38337520000005,0.0,1920,1080,489,0,True,50
40,../data/frame9.jpg,922.3659946666667,509.611152,0.0,1920,1080,490,0,True,50
41,../data/frame9.jpg,923.0626645333333,509.8389288,0.0,1920,1080,491,0,True,50
42,../data/frame9.jpg,923.7593344,510.06670560000003,0.0,1920,1080,492,0,True,50
43,../data/frame9.jpg,924.4560042666667,510.29448240000005,0.0,1920,1080,493,0,True,50
44,../data/frame9.jpg,925.1526741333333,510.5222592,0.0,1920,1080,494,0,True,50
45,../data/frame9.jpg,925.849344,510.750036,0.0,1920,1080,495,0,True,50
46,../data/frame9.jpg,926.5460138666666,510.97781280000004,0.0,1920,1080,496,0,True,50
47,../data/frame9.jpg,927.2426837333333,511.2055896,0.0,1920,1080,497,0,True,50
48,../data/frame9.jpg,927.9393536,511.4333664,0.0,1920,1080,498,0,True,50
49,../data/frame9.jpg,928.6360234666666,511.6611432,0.0,1920,1080,499,0,True,50
50,../data/frame9.jpg,929.3326933333333,511.88892000000004,0.0,1920,1080,500,0,True,50
51,../data/frame9.jpg,930.0293631999999,512.1166968,0.0,1920,1080,501,0,True,50
52,../data/frame9.jpg,930.7260330666667,512.3444736,0.0,1920,1080,502,0,True,50
53,../data/frame9.jpg,931.4227029333333,512.5722504,0.0,1920,1080,503,0,True,50
54,../data/frame9.jpg,932.1193728,512.8000272,0.0,1920,1080,504,0,True,50
55,../data/frame9.jpg,932.8160426666666,513.0278040000001,0.0,1920,1080,505,0,True,50
56,../data/frame9.jpg,933.5127125333333,513.2555808000001,0.0,1920,1080,506,0,True,50
57,../data/frame9.jpg,934.2093824,513.4833576,0.0,1920,1080,507,0,True,50
58,../data/frame9.jpg,934.9060522666666,513.7111344,0.0,1920,1080,508,0,True,50
59,../data/frame9.jpg,935.6027221333333,513.9389112,0.0,1920,1080,509,0,True,50
60,../data/frame9.jpg,936.299392,514.166688,0.0,1920,1080,510,0,True,50
61,../data/frame9.jpg,936.9960618666667,514.3944648,0.0,1920,1080,511,0,True,50
62,../data/frame9.jpg,937.6927317333333,514.6222416,0.0,1920,1080,512,0,True,50
